"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/09/26","セブン-イレブン/iD","-1923","三井住友カード","食費","食料品","","0","22VZ6zfX1ZGg996BILJHs8Bjic_98JTR0NGXvj3e0y4"
"1","2024/09/26","OPENAI *CHATGPT SUBSCR (SAN FRANCISCO)","-2922","三井住友カード","未分類","未分類","","0","gkEWpnO1oq5tVWGXLZll-YevFpanpg2vY2HvIBhSRX8"
"0","2024/09/26","AMAZON.CO.JP","-5669","三井住友カード","教養・教育","書籍","","1","78ib1WzVBpC9CsHmTbDQJlhfzWcWbqVTGtfDuR9KPiI"
"1","2024/09/26","手数料","-330","三菱UFJ銀行","その他","雑費","","0","qK4IGrAEt9o8vuESqsk6kk9jxBsojP_HTmJ_L1QYZIk"
"1","2024/09/26","カードC1 セブンギンコウATM","-20000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","BPnfKpivLrNLPQNz4MBuuimmQT00Vz2d_RzSi28JjK0"
"1","2024/09/26","手数料","-220","三菱UFJ銀行","その他","雑費","","0","PU0aG5_EjLv0hqV0uIZiyLxowJ-2Hr7FUdGjvMSNFu4"
"1","2024/09/26","カードC1 セブンギンコウATM","-20000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","HCtmMSuNNCqH0DSEUf2ga1Z6XVipUsndZnTEEgOw75k"
"1","2024/09/26","為替手数料 フリコミ テスウリヨウ","-154","三菱UFJ銀行","その他","雑費","","0","PBqieCygTA78Gbj5j3DqxNv_LVSaN2aUQP4dcc8S86w"
"1","2024/09/26","振込IB2 カ)オリエントコ-ポレ-シヨ","-8443","三菱UFJ銀行","未分類","未分類","","0","SP5UBR5-mm0jx1M0lUVpeuy3U4idDju0yeO0VFqSsFA"
"1","2024/09/26","為替手数料 フリコミ テスウリヨウ","-154","三菱UFJ銀行","その他","雑費","","0","eVkmNKuWIKUsOnVIUUNWR7bpYJ2uNvXoPT0mvEQ5qHo"
"1","2024/09/26","振込IB2 カ)オリエントコ-ポレ-シヨ","-8869","三菱UFJ銀行","未分類","未分類","","0","Y-u923boTJ5cc-GaBZsQAc9QM9OeUJwbcTnOia8wnS0"
"1","2024/09/26","振込IB1 アコム(カ","-120000","三菱UFJ銀行","未分類","未分類","","0","vYkJ6E25wAoUyvAr4Hjzj7dYv7w3JkBRWgB1OJNTVeQ"
"0","2024/09/26","口座振替3 ミツイスミトモカ-ド","-366761","三菱UFJ銀行","現金・カード","カード引き落とし","","1","jfubOa7uoN8dD5R669z_nJ8D5AFlkFxvQl6OdwZQoVI"
"1","2024/09/26","振込1 スエタケ シユウヘイ","300000","三菱UFJ銀行","未分類","未分類","","0","hpSuRss6QuINiF1xSsJcG52eSyX5fX-sVq809zMsGTU"
"1","2024/09/26","手数料","-220","三菱UFJ銀行","その他","雑費","","0","cHM8P-TDHEVVba5rp89lav_2L2tKZ34dyoD-3D1qAyo"
"1","2024/09/26","カードC1 セブンギンコウATM","300000","三菱UFJ銀行","未分類","未分類","","0","yKlAPwZf1t9PAIWl7LTD1Q2jvX5N9Od3-bOHvPg17kM"
"1","2024/09/25","ゼルダの伝説 知恵のかりもの - Switch 販売: Amazon.co.jp","-6621","Amazon.co.jp","未分類","未分類","","0","y12vFDj2lz6w4SOQZVfJWqhm9gOGTHJNFnTYLlv6qb0"
"1","2024/09/25","ベストキツズプロジエクト","-14960","楽天カード","日用品","子育て用品","","0","grGZ5cYs-58YUny77Q9pFnnkp8-P-6807l5zffatpBI"
"1","2024/09/25","ファミリーマート/iD","-767","三井住友カード","食費","食料品","","0","BoN5sr6ZagfwxYEI8VvFsQOsl57DC_rc81gIcqe8xUw"
"1","2024/09/25","ENEOS-SS","-3000","三井住友カード","自動車","ガソリン","","0","UnZpawIA6fcQW1-1HPwtxam_-5T4vgHL_aeGv1uAyD8"
"0","2024/09/25","AMAZON.CO.JP","-6621","三井住友カード","教養・教育","書籍","","1","ZW8s_1sBZGYHyVufbH3J942QDjSRrL5SBkSzv2x2H9A"
"1","2024/09/24","コメダ珈琲店 浦和松木店/iD","-1370","三井住友カード","食費","カフェ","","0","MPVtM3z2_5FEADIKFWd9Uv6KblUxQ3ciaDkDONjIjKk"
"1","2024/09/24","洋麺屋五右衛門東浦和店/iD","-1700","三井住友カード","未分類","未分類","","0","od0Bohl5BlPduCOCH9chbq977uPZNHNdfmg9bnQhhSE"
"1","2024/09/24","ファミリーマート/iD","-790","三井住友カード","食費","食料品","","0","-9onFJQaTXdwf5eJTH-_rCMwu5i6Jy3Jbdzmz33Np3I"
"1","2024/09/24","マコなり社長","-3000","三井住友カード","教養・教育","その他教養・教育","","0","ACaLd8Dreeb8hlqDGEpl471dnWBZclj4KPctjwTGe54"
"1","2024/09/23","ライフチップスショップ バランスボード 木製 おもちゃ 子供 大人 男の子 女の子 子供用 大人用 体幹 トレーニング アスレチック 軽量 大人 室内遊び おすすめ こども バランス ボード 小学生 遊具 フィットネス ヨガ ボード子供用 フィットヨガボード","-2980","楽天市場(my Rakuten)","健康・医療","フィットネス","","0","BXI9ife7WyxWa7l3QHQH2t8takAqqW6JqRWe8_1HhlM"
"1","2024/09/23","PayPay 未来屋書店","-847","PayPayカード","教養・教育","書籍","","0","i5xu7VzPTUcgJnlLBXtX4j4gVX4HnrbCXTLzmy4a5q4"
"1","2024/09/23","カインズホーム","-29849","三井住友カード","特別な支出","住宅・リフォーム","","0","QR-OczPWjpfMEQW3wN9oxmZ3mI5omAc5HY-CTQX6K00"
"1","2024/09/23","オートバックス/iD","-4180","三井住友カード","自動車","車検・整備","","0","Ba3BPmyrAjDYQb-rt6YO34kWQHZ9FCmnkWOyzBFqXPU"
"1","2024/09/23","ファミリーマート/iD","-580","三井住友カード","食費","食料品","","0","h_LLr4zkSwZR-KJpu39hLCrvzI8zJ8Rnj7pBCw9a_A4"
"1","2024/09/23","セブン-イレブン/iD","-183","三井住友カード","食費","食料品","","0","v9JWRZwqdG1up31uOlcHPTQCvmZamUEc-PnLsUZeFhA"
"1","2024/09/23","コカ・コーラ Cmode 自販機/iD","-130","三井住友カード","食費","食料品","","0","YRCuuQINTQT6BhuXKJdYPOA0a7y70pNWPMR_NJvTjEo"
"1","2024/09/23","マクドナルドモバイルオーダー/AP","-3340","三井住友カード","食費","外食","","0","UykcUHOgI2MqqMwwiZ3VhzpFVbQGFUzvLad95lsSX4s"
"1","2024/09/23","カインズホーム (返品)","42649","三井住友カード","未分類","未分類","","0","boCXxkYIlLc6ttp8byFlWP_KmJzdMlETTOf84ff-wdU"
"1","2024/09/23","カインズホーム","-6960","三井住友カード","日用品","日用品","","0","4QR9zRhSOkGYp_VMCbgYHMQu7AndWNt_daB9J542rWQ"
"1","2024/09/22","イオン 浦和美園/iD","-880","三井住友カード","日用品","日用品","","0","QsdEWoBmIp5HW9OuexAfQ4rFnBzSZ3uMgwHWekzPuXA"
"1","2024/09/22","ローソン/iD","-216","三井住友カード","食費","食料品","","0","FWmlxImpzzXIUYUv2ToMmizR0PMzmVFDy5aovL8n7-w"
"1","2024/09/22","プレミアムウオ―タ―","-3974","三井住友カード","食費","食費","","0","ZLxAfMFzsminDLiSVK4u69u5uqujN2xJ2jeRmD3Dqro"
"1","2024/09/22","ネツトフリツクス","-1490","三井住友カード","未分類","未分類","","0","y0XxGTuukfPzX-2S_RASxAHARPn93yaO6yl2n-Jlias"
"1","2024/09/21","エツクスサ-バ-","-13200","楽天カード","現金・カード","カード引き落とし","","0","n-IiuRjl4onNW4Y2c3bfZ1f0YlOs7HseykqyUtuPkeI"
"1","2024/09/21","吉野家東浦和/iD","-1138","三井住友カード","食費","外食","","0","w5isuJB1iNMY6DzNSoeMlqwLBupwL0LSbFAaIDC8_sI"
"1","2024/09/21","タイムズパーキング/iD","-1200","三井住友カード","自動車","駐車場","","0","bvzYqmZzu4SB_UpBpDHOCdo4RKxAFtJgYMp608_yZ1I"
"1","2024/09/21","セブン-イレブン/iD","-1309","三井住友カード","食費","食料品","","0","hYye5qyU5gtmdfhjB6Dg7uk4U4JDesgdGUdVUcFKzQk"
"1","2024/09/21","カードC1 セブンギンコウATM","-30000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","kYASU_fErdKdUlMJfR52CRhZCbg7JVoNyb7HMyeyozo"
"1","2024/09/20","ローソン/iD","-150","三井住友カード","食費","食料品","","0","viHvimCb5wRSVdho5DPfrphFMZkW6qomwyCCCT2kXJ4"
"1","2024/09/20","株式会社kubell","-924","三井住友カード","未分類","未分類","","0","YIef7yw4ZhDBL2gPsYTLHonsoy5hCrsYuSramUBfqF0"
"1","2024/09/20","振込IB2 スエタケ シユウヘイ","-8000","三菱UFJ銀行","未分類","未分類","","0","X5Q4ORi_ocTD34z5csTbA_IUOiTeC1GpjqC5M9tuI2M"
"1","2024/09/19","割引","136","Amazon.co.jp","未分類","未分類","","0","-9MeiP2wW3Jdy3kAJ7ce9x4Y0Dn2D_2jenUd0Eu2NHM"
"1","2024/09/19","オルナ オーガニック 泥 洗顔 洗顔フォーム 泡洗顔 毛穴 黒ずみ 対策 泡 立て ネット 付き 130g 販売: 【公式】ALLNA ORGANIC/WHITH WHITE/HMENZ/Q+【100日間保証】BLS","-1352","Amazon.co.jp","未分類","未分類","","0","Th3rWgPGUpf5Nx3jtJx4Om5j5Tx8RxtywyPLJbDhmqM"
"1","2024/09/19","割引","136","Amazon.co.jp","未分類","未分類","","0","CMB6fmZacKx7FZKflhl4uhtBMJ-1DaNnttS55xQ63NU"
"1","2024/09/19","オルナ オーガニック 泥 洗顔 洗顔フォーム 泡洗顔 毛穴 黒ずみ 対策 泡 立て ネット 付き 130g 販売: 【公式】ALLNA ORGANIC/WHITH WHITE/HMENZ/Q+【100日間保証】BLS","-1352","Amazon.co.jp","未分類","未分類","","0","s1MUDZ_mLOw_MEZ4VduwKONCrr8MDXGbE_HtcTmRyN0"
"1","2024/09/19","PayPay ドラッグストアセキ","-1208","PayPayカード","日用品","ドラッグストア","","0","2M-edU0td-u2jr9tgTCdSdxCSnRuU3WwlzrmaEMR8w4"
"1","2024/09/19","PayPay タクシー車内決済(GO)","-4900","PayPayカード","交通費","タクシー","","0","uO9DvUAlbTpO51MedBO2nSnLhbJUb2fmSsz4An2k3f0"
"1","2024/09/19","Bee大宮","-41510","三井住友カード","未分類","未分類","","0","Ccx7V84GeotMFtazW0KFvG6yfrAqTyCOsRPF1jrI0FI"
"1","2024/09/19","ファミリーマート/iD","-1562","三井住友カード","食費","食料品","","0","1aGNPGnlsUaaod1F7rV-nx_oH1qFsK-qS5IwHmQkExs"
"1","2024/09/19","ENEOS-SS","-3000","三井住友カード","自動車","ガソリン","","0","6IiHM4qffWN0fwHtD5jNva-iSKSOYR1L9y1R__CPS30"
"0","2024/09/19","AMAZON.CO.JP","-1216","三井住友カード","教養・教育","書籍","","1","9kEWvuedNluMB7IgYaojb4gzZvJqWUiSUjELTRHwo54"
"0","2024/09/19","AMAZON.CO.JP","-1216","三井住友カード","教養・教育","書籍","","1","F_UCGDyTtIJcFj1sxULIg1Gk5iEs43NiZHBXZppWSxg"
"1","2024/09/19","為替手数料 フリコミ テスウリヨウ","-154","三菱UFJ銀行","その他","雑費","","0","Y0WE1BLcFxKd_rQZa3e0SIZNn50qWEE8jcpmQpqLLSI"
"1","2024/09/19","振込IB2 スエタケ シユウヘイ","-10000","三菱UFJ銀行","未分類","未分類","","0","FoKekhfHfbot-wx_47IyRJB0L3vQXdcp5ygwPKNzMAk"
"1","2024/09/18","割引","58","Amazon.co.jp","未分類","未分類","","0","9z0CAkM28AHvsX9ge77XlYh7nIDTuFKLUOvHfYbroiY"
"1","2024/09/18","キリン 自然が磨いた天然水 ラベルレス 水 2リットル 9本 国産 天然水 ミネラルウォーター ペットボトル 軟水 販売: Amazon.co.jp","-1154","Amazon.co.jp","未分類","未分類","","0","lCjI8CHzOXJ3ej0E9oZesdL7UfNZJaDqvMu2HeN4utM"
"1","2024/09/18","吉野家東浦和/iD","-798","三井住友カード","食費","外食","","0","ZgIa1DfvqP514Ao4h2Th51vciuB2lER3OG3zmducelY"
"1","2024/09/18","コメダ珈琲店 浦和松木店/iD","-1340","三井住友カード","食費","カフェ","","0","6seqMMsOaouFZdYapSJ3fUMVS3m2-CJ9T04M5skVNuk"
"1","2024/09/18","ローソン/iD","-1160","三井住友カード","食費","食料品","","0","nlIa15o_m6doyir2pnO-xsbukO3Jk983_jNcyHZtfM0"
"1","2024/09/18","MEGAドン・キホーテ浦和原山店","-2119","三井住友カード","日用品","日用品","","0","wAVENEupUMD4fsAqJbprOxDh6o3YHsbtBXvxWrOlGb4"
"0","2024/09/18","AMAZON.CO.JP","-1096","三井住友カード","教養・教育","書籍","","1","vWoorVBPpuzJiQEIkaqlbig-MqvWtsMEU2LQW9Pqjwo"
"1","2024/09/18","手数料","-220","三菱UFJ銀行","その他","雑費","","0","zc0GkirA4Nd9Wrg7FAA0qV7VpPMqWs7g5vgQhtWGxIM"
"1","2024/09/18","カードN JRE-ATM","-30000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","OkHgSass3fHAi0ZSBnRdGs_weZLH1FM8KiY6KfVl5JM"
"1","2024/09/17","PayPay チャージ","-10000","PayPayカード","現金・カード","電子マネー","","0","KEEmsylNkUyZmdsqFvlSwpn-CUchonjbf5-UIsDWn3A"
"1","2024/09/17","MEGAドン・キホーテ浦和原山店/iD","-2178","三井住友カード","日用品","日用品","","0","BrCg7EmrHBpWTdhxCa08ryjUPmo1JVfx5iD6H3dX4mU"
"1","2024/09/17","MEGAドン・キホーテ浦和原山店/iD","-4391","三井住友カード","日用品","日用品","","0","F6S24_2w6osDDBcU3NObJqENvy2eyHHgWdkrZAWMyFg"
"1","2024/09/17","セブン-イレブン/iD","-900","三井住友カード","食費","食料品","","0","CdhjBRYtNuTg-BHxCM-w_bUg0CuNli8weqNbQf758x0"
"1","2024/09/17","インスタ研究室","-980","三井住友カード","未分類","未分類","","0","G-eZ9gbCJUI_z2_Y8LR6Gm1MOnw6vLlhZX8oLXlhZOY"
"1","2024/09/17","カインズホーム","-596","三井住友カード","日用品","日用品","","0","Kv2lw6SuyzU9iVDlhlEXyBkkSnK4fMHdNQQqfXLc29Y"
"1","2024/09/17","カインズホーム","-2010","三井住友カード","日用品","日用品","","0","RhFqBG3_0FpVilEniDyRjR6_BemE8I3rNpEvWjKfgVU"
"1","2024/09/16","Hacray iPhone 15 Pro Max バンパーケース 360°回転 Magsafeリングスタンド [ アルミニウム素材 衝撃防止 高耐久性 MagSafe対応 落下防止 スマホグリップ ] HR26888i15PM アルミブルー【国内正規品】 販売: Amazon.co.jp","-4574","Amazon.co.jp","未分類","未分類","","0","EtoZa9BuxtD302iN4o1cc72fxUK6q0U2flm7gdySA0E"
"1","2024/09/16","PayPay SPACE&CAFE BA","-600","PayPayカード","未分類","未分類","","0","XbMnKlIaJW97ONCgFjd5X0Z_sqlgEBWVVeKQ2JdKDHY"
"1","2024/09/16","PayPay SPACE&CAFE BA","-1600","PayPayカード","未分類","未分類","","0","khBWDEC3yeD-coo-KaKyJZUxkALBeOzgMxTLrzyX1Wg"
"1","2024/09/16","アツプシ―デイジ―","-17600","三井住友カード","未分類","未分類","","0","u38w0xCiZOxEwGWDbZP9Y4hOUV0uTqqje3pTVh9eQPc"
"1","2024/09/16","カインズホーム","-42649","三井住友カード","特別な支出","住宅・リフォーム","","0","Odtj-tFz3vXFBW1chn6NN-liW39BVu3McoaPyL4TKHs"
"1","2024/09/16","モバイルSuica(Apple)","-3000","三井住友カード","通信費","その他通信費","","0","B47zjGlHD0brh74KMsEGUttz8xT9xXK_DobiprqMEf0"
"0","2024/09/16","AMAZON.CO.JP","-4574","三井住友カード","教養・教育","書籍","","1","6VdOSoOWQT03kv8n0D_WwTTVj8DQ88bkf67EGWWiXaY"
"1","2024/09/16","振込1 カ)エスケ-コ-ム","100000","三菱UFJ銀行","未分類","未分類","","0","1PTQ72IUFAdbv_tWeN_Hqz14luiwDLcEShVzD1cq86U"
"1","2024/09/15","CLAUDE.AI SUBSCRIPTI利用国US","-2900","楽天カード","未分類","未分類","","0","Af-szEilY8DBU63oF7HjG1wTi0N_2s7EqyPf0JhhXR8"
"1","2024/09/15","ダイエー東浦和/iD","-3633","三井住友カード","食費","食料品","","0","R5p4DzkJHtvL5KMpH_4mvSHETe-UyJ_INxSIAgUqpkE"
"1","2024/09/15","セブン-イレブン/iD","-138","三井住友カード","食費","食料品","","0","KWDQlbCWOSMvWAf9KO5f9US29naumQjTQe-8fh4Jxdw"
"1","2024/09/15","セブン-イレブン/iD","-1160","三井住友カード","食費","食料品","","0","1AKayOzA12fs2-h6C8jOv-sorRVt2GR4WX7R_XL-tTs"
"1","2024/09/14","PayPay コーナンPRO","-2178","PayPayカード","未分類","未分類","","0","gaPMw_zPlvVzs84-uKwuEpEGurUB2qJvtKmklPRSFbA"
"1","2024/09/14","PayPay コーナンPRO","-2508","PayPayカード","未分類","未分類","","0","J59GHg4WvZI6Az7Nco30eTiEfkfB8ae-81QN6B6l6dM"
"1","2024/09/14","PayPay コーナンPRO","-19200","PayPayカード","未分類","未分類","","0","71coTM-k_D9FYFOccrBr0IP6fttsFIzRDfyFGrthE-U"
"1","2024/09/14","コジマ/iD","-5480","三井住友カード","日用品","日用品","","0","2SL4OMbus6BRwD6mB1kwZAQRfcxwgfulKCimbBLLbdU"
"1","2024/09/14","セブン-イレブン/iD","-1346","三井住友カード","食費","食料品","","0","F7T6mUgQPPYj51DJupoE46lVqlpsJ7YPIJ8MxIwqHXc"
"1","2024/09/14","ENEOS-SS","-3000","三井住友カード","自動車","ガソリン","","0","5a6rWBRnLV1J1c2d_5rT90oX2pIYTUm4EvNBNcOIhB0"
"1","2024/09/13","ファミリーマート/iD","-1160","三井住友カード","食費","食料品","","0","lqelxWR3UEUKBiFe5x_rcz1tU55x-Ujqa-73YiFK7Vk"
"1","2024/09/13","セブン-イレブン/iD","-300","三井住友カード","食費","食料品","","0","Nc-JjKqqxQXuxkNqrgjCKQbSu4XOhye5a1d7l8FbiFI"
"1","2024/09/13","コカ・コーラ Cmode 自販機/iD","-160","三井住友カード","食費","食料品","","0","Gp6UalDP3SuUncBfhFxOLkxGKYd8cZl9CqBGIpoMtCA"
"1","2024/09/13","ZOOM.US 888-799-9666 (SAN JOSE )","-2338","三井住友カード","未分類","未分類","","0","nPqVtsbGLpx3Ovqs4ee4YoQpWQMg_MVxeItnwUmJHNo"
"1","2024/09/12","ファミリーマート/iD","-1310","三井住友カード","食費","食料品","","0","dAm681oov75J2aEiHQmxCe4CfZQ3aRGse42at-6Rbi4"
"1","2024/09/12","ENEOS-SS","-3000","三井住友カード","自動車","ガソリン","","0","K2iUcfj63bcGniUI55oqkS4tSiVCuZpjuX7ZBHQxLnw"
"1","2024/09/11","ドラッグセイムス原町薬局/iD","-1262","三井住友カード","日用品","ドラッグストア","","0","2rxSWv-DaFCc1SKO564giahrVOQCyiAf4xpNm4vRjJo"
"1","2024/09/11","ドラッグセイムス原町薬局/iD","-264","三井住友カード","日用品","ドラッグストア","","0","VBVg5QwQKuXaBm8velBNy2UwFjATThDC00M-WzvBfuQ"
"1","2024/09/11","マンゴツリ-カフェ さいたま芝原/iD","-1950","三井住友カード","食費","カフェ","","0","ZYCEzZajhhQwQ5OpwgjCm9Q9C7uySJpKwI0WyjqmVXw"
"1","2024/09/11","ADOBE *ADOBE (ADOBE.LY/JPJP)","-7780","三井住友カード","その他","事業経費","","0","0kqLvGx_rjoUdkz-TqgicRYZOB9aUroiR_p1XyBRdJo"
"1","2024/09/10","セブン-イレブン/iD","-1460","三井住友カード","食費","食料品","","0","--WaZsKVrjbS93XSiK1xGDjxySriCzfF8UuchFcHAfo"
"1","2024/09/09","ドラッグセイムス原町薬局/iD","-446","三井住友カード","日用品","ドラッグストア","","0","htOGag_ea3nam0GDkhstw8engqFN61HuBRR8Vvfoc6I"
"1","2024/09/09","飲料自販機/iD","-100","三井住友カード","食費","食料品","","0","a9qkn6T-S5G57YwM47Tiks_qLefQfhw0mLSxCDsnYeA"
"1","2024/09/09","飲料自販機/iD","-130","三井住友カード","食費","食料品","","0","clEWD2aojLBZsUbiAHPliU-lB6jlna-CkyAKc0BbOA0"
"1","2024/09/09","飲料自販機/iD","-100","三井住友カード","食費","食料品","","0","bmk50cvawi-uRHuDIAJQcnwWSKa1VkicfmnwT3NE42o"
"1","2024/09/09","飲料自販機/iD","-100","三井住友カード","食費","食料品","","0","NXMOtBdwR5w3Fhi3D3mXS-YGG8jIHr6AMH-kZXzob3s"
"1","2024/09/09","nanaco Apple Pay チャー","-5000","三井住友カード","通信費","その他通信費","","0","S1MI4llpVF6GsF78lgViPrM5YFi4QEwL8GGoAZJD6AE"
"1","2024/09/09","マイニンテンドーストア","-1480","三井住友カード","趣味・娯楽","映画・音楽・ゲーム","","0","x_EbwdsslaXNJjHgH0vy_yLqpfW5LkDi3q_28v36mtE"
"1","2024/09/08","レベルゼロ 自分を超え続ける「仕事の教科書」 販売: Amazon.co.jp","-1760","Amazon.co.jp","未分類","未分類","","0","fHgtLwnLgpS149GYXj0xYwymz4OqK86uPOVm-KCc75s"
"1","2024/09/08","PayPay ファミリーマート","-1339","PayPayカード","食費","食料品","","0","L5LRtJZSxprR7DshLu9U8BIOwaZFhVEifEuuhqItnMk"
"1","2024/09/08","ケンタッキーフライドチキン/iD","-960","三井住友カード","食費","食費","","0","mQ-3j6nnAPdM2TFsFt_r98chC03i9fl4EEp5htCJ5Ek"
"0","2024/09/08","AMAZON.CO.JP","-1760","三井住友カード","教養・教育","書籍","","1","MawS0paydPhXGUD7TgMHHQedyfCPXnAHqalXpgKHN44"
"1","2024/09/07","07月度再振替手数料","-220","楽天カード","その他","雑費","","0","HmrnNfMI61UD6iSmQA3S57aoW0f4MSGErTp1a8grkb0"
"1","2024/09/07","イオンモール川口/iD","-1738","三井住友カード","日用品","日用品","","0","E_L8Hn7loVL41bRq9wmTr4yBHiPjlkeKUs7gjNDmoVM"
"1","2024/09/07","イオンモール川口/iD","-430","三井住友カード","日用品","日用品","","0","HJNjuDTv6ziqgC7pTJ38Mc-JTPh7YnwuK14t1t7DWkE"
"1","2024/09/07","イオンモール川口/iD","-968","三井住友カード","日用品","日用品","","0","KvpcwIF5iBk59R32nUKCSOK0iHpEtmcSsYogPAPmYa4"
"1","2024/09/07","ドン・キホーテ川口新井宿店/iD","-3050","三井住友カード","日用品","日用品","","0","YfCjPu69ggpaAKZ-fenQB4bApKJawdJI59yetFk1g0E"
"1","2024/09/07","MDイオンモール川口店/iD","-1680","三井住友カード","日用品","日用品","","0","iLQFzK6Ak7nD0IVI6OYHkOJQmmJArfHcubjwi71hQ8I"
"1","2024/09/07","MDイオンモール川口店/iD","-378","三井住友カード","日用品","日用品","","0","CKAv4gt8M4JtXaMUhF6gy-57KZ7Is6o6DTxJ2-zQzlI"
"1","2024/09/07","freee","-2860","三井住友カード","その他","事業経費","","0","jA9dU8y2-IKUwnVTjqW5VoejtHNwWXU4YbThhDeMNz4"
"1","2024/09/06","Audible会員プラン[Audiobook]","-1500","Amazon.co.jp","教養・教育","書籍","","0","cFB0IbfEiP6d7PgBDVwpPBwqEHk_8AG-vzVJPc3K3Os"
"1","2024/09/06","PayPay ファミリーマート","-1510","PayPayカード","食費","食料品","","0","DFvpv25cF88EM-9xRfoJN937HwvZJczaK7nwzVQApw4"
