"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/05/29","PayPay ファミリーマート","-1160","PayPayカード","食費","食料品","","0","D_Uq2bGfPW7BqxirVFl5JhlP8tLPLQ1K8Rlrw8yXZoQ"
"1","2024/05/29","カードC1","-20000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","CsqlnrrBV2MOczom98KrZ7ybKyPNeiJNT9Bj38P3TfY"
"1","2024/05/29","振込1 ACサ-ビスセンタ-","20000","三菱UFJ銀行","未分類","未分類","","0","_7X1UEej-sQqn9w_GXt9Uqb3qohy1HVMGihJzRon05Y"
"1","2024/05/28","PayPay 吉野家","-1160","PayPayカード","食費","食費","","0","mZRZaldU1PfRSIV8sqfnIdfBlf5sG8hWIKGYo4dPU8A"
"1","2024/05/28","PayPay セブンーイレブン","-1332","PayPayカード","食費","食料品","","0","jhgpYD80rI7HLhNRw9iLnHghWQ1p3GE0yYpH7LnSGmw"
"1","2024/05/28","GOOGLE *GOOGLE STORAGE (650-253-0000 )","-250","三井住友カード","通信費","情報サービス","","0","vHUBLR65XYv72R3Za7o_SKT8sPCcF1l9S_OQKt8sFfI"
"1","2024/05/27","PayPay セブンーイレブン","-580","PayPayカード","食費","食料品","","0","F4eSFSLIG1vcnTr9pg-10NmUHdV6-sQoNlmcRD_gX1Q"
"1","2024/05/27","PayPay コメダ珈琲店","-1530","PayPayカード","食費","カフェ","","0","UdSib7MX1f27IxQ92sptUaL2V-X-J0jbIMoMj1dELKY"
"1","2024/05/27","遅延損害金(ショッピング利用)","-2290","三井住友カード","その他","雑費","","0","ND9gxqqQRji0HVwmZxC5IMk1ZJIotkTXnVOstZdjATI"
"1","2024/05/27","ソフトバンクワイモバイルまとめて支払い","-1026","三井住友カード","通信費","携帯電話","","0","yl5CKVzY33GaEzYmKjkigZpq8Bk7cPVamWqpEvQAzXM"
"1","2024/05/27","口座振替4 オリコ","-8033","三菱UFJ銀行","現金・カード","カード引き落とし","","0","l9IaKXd-MEQiBQSfFr__AZYSYB8mXQxjgEDwB4Ok5fk"
"1","2024/05/27","口座振替3 NSS.ボスジムジ","-5720","三菱UFJ銀行","未分類","未分類","","0","UQXumNOU9MaqLHLbm_QLTcT8yUR4OFxOK_JkDZ-1-MY"
"1","2024/05/26","PayPay セリア","-110","PayPayカード","未分類","未分類","","0","DetEUEfc36gWcpDWvhDMrgDpdMbZ78r8Ubw-NwSj_wU"
"1","2024/05/26","PayPay EKODA ANDERSE","-610","PayPayカード","未分類","未分類","","0","KVxjLSKcTFTvgGD5pthVhqNjIIyyqkggyY2qd_3At_I"
"1","2024/05/26","PayPay 漁師のあぶり家","-7020","PayPayカード","未分類","未分類","","0","Afm7lM-csVmQGIkBvQ6rW4N9loygtmXxWgfGqd-M18E"
"1","2024/05/26","ENEOS-SS","-3000","楽天カード","自動車","ガソリン","","0","nDlqss8rHTLDH-OGifIxfhujG6XQjyI5pYSvFDfCblI"
"1","2024/05/26","APPLE COM BILL","-15100","三井住友カード","特別な支出","家具・家電","","0","7qDZhKNYUk0lGybU1dllK80OHbGLbVNh4ET78XAta2s"
"1","2024/05/26","振込1 ACサ-ビスセンタ-","15000","三菱UFJ銀行","未分類","未分類","","0","IG1sAgiocHWTZLu5T54DjqZsjkep_p6X42hBl4LpRE8"
"1","2024/05/25","【第2類医薬品】スミスリンシャンプープレミアム 80mL 販売: アマゾンジャパン合同会社","-2593","Amazon.co.jp","未分類","未分類","","0","w5cLQ5oITIMBjuY3sO1LTNJQQmbTNZYjR6m1Fcnk5Bw"
"1","2024/05/25","PayPay ビッグエー6040さいたま","-429","PayPayカード","未分類","未分類","","0","vDWj-9kZO4qZe6y3uKvMbRPM9g0bp3DSE02kizx9jns"
"1","2024/05/25","ファミリーマート/iD","-1479","三井住友カード","食費","食料品","","0","jt6eOM3SDFftoUdgbUQwq410IcnhaWYZNWELYy1fcp4"
"1","2024/05/25","ダイソー/iD","-220","三井住友カード","日用品","日用品","","0","eeg6-vq5ha5Xh9Np95pt_DF_Ug1g3VrMmIEaGiWX-70"
"1","2024/05/25","7669 業務スーパー浦和花月店","-1979","三井住友カード","食費","食料品","","0","vBWM9k1yVnhJHDjRBsTdfD5c6dwhaiZ077tUvXE6Tq4"
"1","2024/05/25","ブングス―パ―ジムキチウラワテン","-2468","三井住友カード","食費","食料品","","0","QGVmkJl7WyMsm96rmLNWpljJ-AGMc7rcOoIfkD5nHIs"
"1","2024/05/25","APPLE COM BILL","-710","三井住友カード","通信費","その他通信費","","0","P4K2HxgIE1glXdsXrhDppvWVIBcmw2QzITVsj1KNKw4"
"0","2024/05/25","AMAZON.CO.JP","-2593","三井住友カード","教養・教育","書籍","","1","hdtaUWacGlW5pDBKArzu8Yy04T8Mufktka3OaHM1G5w"
"1","2024/05/24","Anker Power Bank (10000mAh, 22.5W) (モバイルバッテリー 10000mAh 最大22.5W出力 USB-C & USB-C ケーブル付属 ディスプレイ搭載) 【USB PD/PowerIQ搭載/PSE技術基準適合】iPhone 15 Android iPad その他各種機器対応 (ブラック) 販売: AnkerDirect","-3490","Amazon.co.jp","その他","事業経費","","0","xA-Uq5hvzLmQX2aAJIUDpNKxie5kzlPhz6sHGZpsGJE"
"1","2024/05/24","アイ・オー・データ IODATA ICカードリーダーライター 確定申告 接触型 Windows/Mac対応 行政手続き 3年保証 日本メーカー USB-ICCRW2 販売: Amazon.co.jp","-1855","Amazon.co.jp","未分類","未分類","","0","ieZQWOe-4DHfvZQPMNudIcFtMnIrT5dI-4Sv75f2yPo"
"1","2024/05/24","【まとめ買い】 スコッティ scottie ウェットティシュー 除菌 ノンアルコール 120枚 つめかえ用 ×2個 FK (1480円 * 2点) 販売: 福長 -インボイス発行事業者-","-2960","Amazon.co.jp","未分類","未分類","","0","NqXlAiWR-UxA6psTL2_3fV_0KQ_dm_LmT-oreDl6rig"
"1","2024/05/24","セブン-イレブン/iD","-1520","三井住友カード","食費","食料品","","0","ND1jcwli2ErC9hdmCU0xEQPTu5or7w0ydgE2LfKsCog"
"1","2024/05/24","ダイソー/iD","-220","三井住友カード","日用品","日用品","","0","CM4zdqMfDRHZueUda4XE7UtwKhb-HGysKjACk11wDF4"
"1","2024/05/24","オンライン決済 ST*マコなり社長","-3000","三井住友カード","未分類","未分類","","0","STOy2jg1WFRXHOnndQS1VzKZ74TQMvATIuzvYfgJqHI"
"0","2024/05/24","AMAZON.CO.JP","-5345","三井住友カード","教養・教育","書籍","","1","vW6Sk6kl5j2hS2QZWVi7IqZbd-qbs7ye-U47QJpOyOQ"
"0","2024/05/24","AMAZON.CO.JP","-2960","三井住友カード","教養・教育","書籍","","1","gPsVrcJZXeaB8CwcygJVVPe_HX32-mXDahLOBdBgbKc"
"1","2024/05/23","バーミヤン/iD","-2577","三井住友カード","食費","外食","","0","J9taf_kgq7jXBGMv-fzNMtghHoi5UysJNBXHcDHttTc"
"1","2024/05/23","ブングス―パ―ジムキチウラワテン","-3138","三井住友カード","食費","食料品","","0","MLJFYazkYpZ6LUDtK-MR7CxSSIUu6g57GK17hrdR7jc"
"1","2024/05/22","吉野家東浦和/iD","-688","三井住友カード","食費","外食","","0","AhO92d_8x5pS8noJIZDz8dbsgghpyymRKFcvKvdqGIc"
"1","2024/05/22","ローソン/iD","-1506","三井住友カード","食費","食料品","","0","weibrUoVu3dpWXKkhVITFoqmFn-3Efyp4a-olsauafY"
"1","2024/05/22","APPLE COM BILL","-2560","三井住友カード","通信費","その他通信費","","0","oqMOR81-jjHOlGI1fI_TO3fKXHI502M8F_B7ehKdIZc"
"1","2024/05/22","NETFLIX.COM","-1490","三井住友カード","趣味・娯楽","映画・音楽・ゲーム","","0","CdeqaaSa7RoowhuSKn1XzGNGegOOWuCsoAskqWnC3PA"
"1","2024/05/22","オンライン決済 ST*マコなり社長","-3000","三井住友カード","未分類","未分類","","0","T6Jm5qYzKTCmO-OjXw0K7p9EgURypXEfrVYseCWYoek"
"1","2024/05/21","コメダ珈琲店 浦和松木店/iD","-1380","三井住友カード","食費","カフェ","","0","2IXCCUCGId23AyQrc33guCaiPKCz-kZY9ffTBY2S-Vk"
"1","2024/05/21","ファミリーマート/iD","-160","三井住友カード","食費","食料品","","0","ZT5_s8xENdeuR7z7llTi1FqUAqJlKlKuMQgqPaL_NbA"
"1","2024/05/21","APPLE COM BILL","-6000","三井住友カード","通信費","その他通信費","","0","va6DR9LGfuwrMicCXOC8kYcX2_0hjKzbVj6SpU08o98"
"1","2024/05/20","久兵衛屋/iD","-1397","三井住友カード","食費","外食","","0","Pi6ueCbXRgI4wyneXPkROTrZRZwjKUxQn4Lr0AORV9U"
"1","2024/05/20","APPLE COM BILL","-1000","三井住友カード","通信費","その他通信費","","0","Mf7R1HFw5r7rXKwKQu-sO1SlO6oLt82TSBI0uZKmu6Y"
"1","2024/05/20","ENEOS-SS","-2500","三井住友カード","自動車","ガソリン","","0","dT7TVaS9tHwMl6IaipNK5W19OY4zoGEQI1TQ9SKQups"
"1","2024/05/20","オンライン決済 ST*Chatwork株式会社","-924","三井住友カード","未分類","未分類","","0","ai3I4EU6WIgAOpiN93UQ2pmVqLY7itChvVCh8e3Byx8"
"1","2024/05/19","PayPay GEO","-4378","PayPayカード","趣味・娯楽","映画・音楽・ゲーム","","0","Yh_tFtB4Lm64c0hlvqvnrRa4EPS3DowRHIPXP2enlsU"
"1","2024/05/19","マクドナルドモバイルオーダー/AP","-1960","三井住友カード","食費","外食","","0","l_iQMlzItsFQQCCiqgGIgOViNagMkPnpFOFwzMx5wT0"
"1","2024/05/19","マクドナルドモバイルオーダー/AP","-200","三井住友カード","食費","外食","","0","_xP10MZW5kRV61JViP-eqVAFblxl_QVswIHdj4RFF3A"
"1","2024/05/19","nanaco Apple Pay チャー","-5000","三井住友カード","通信費","その他通信費","","0","HkCPbCBf1TMCu0PeBZxJjqY3xg8frvdxNtXH77GB84E"
"1","2024/05/19","APPLE COM BILL","-2200","三井住友カード","通信費","その他通信費","","0","DsArQa6oDrIGBGE2C6jtCc2nkbt7ZS_7TkCRdSwAw7M"
"1","2024/05/18","割引","56","Amazon.co.jp","未分類","未分類","","0","M5Gyf1XPiLqib9FBXLW3bsLzq9MWq-mpTmUCEeGBOXc"
"1","2024/05/18","キリンビバレッジ キリン 自然が磨いた天然水 ラベルレス 水 2リットル 9本 ペットボトル 販売: Amazon.co.jp","-1118","Amazon.co.jp","未分類","未分類","","0","KAReUKF7GO_nWUKxdGHgXY6-UyPtcEn6y1FN4bNUnwU"
"1","2024/05/18","割引","309","Amazon.co.jp","未分類","未分類","","0","SYBoKxdizcs3pXDgJg1dwzNhX8dQSgV3j5INP9Z9eqI"
"1","2024/05/18","YOLU ヨル | シャンプー トリートメント セット 詰め替え 【リラックスナイトリペア】 販売: [公式]【BOTANIST/SALONIA/YOLU メーカーオフィシャルサイト】アンドハビット","-2057","Amazon.co.jp","未分類","未分類","","0","z1HVPzlehOzRV44wUbQz7uf-ughrnZr3Xr5kpXgqasg"
"1","2024/05/18","割引","208","Amazon.co.jp","未分類","未分類","","0","SQ78eYAPOl_jRNSTh1aURyx4z4cOv8NxGXNLHPAfioM"
"1","2024/05/18","オルナ オーガニック 泥 洗顔 洗顔フォーム 泡洗顔 毛穴 黒ずみ 対策 泡 立て ネット 付き 130g 販売: 【公式】ALLNA ORGANIC/WHITH WHITE/HMENZ/Q+【100日間保証】BLS","-2080","Amazon.co.jp","未分類","未分類","","0","cxzREYnRfqsVDfyhoYHVzOPxUUFgoH9XPfLVYAcGtnA"
"1","2024/05/18","割引","136","Amazon.co.jp","未分類","未分類","","0","CEwp1J2BDoQKsJovA0KoAYvLOIiao4wox_Cp87dCQYI"
"1","2024/05/18","オルナ オーガニック 泥 洗顔 洗顔フォーム 泡洗顔 毛穴 黒ずみ 対策 泡 立て ネット 付き 130g 販売: 【公式】ALLNA ORGANIC/WHITH WHITE/HMENZ/Q+【100日間保証】BLS","-1352","Amazon.co.jp","未分類","未分類","","0","I-N9l4qmJU-RgHxiw3xDva0ErvYXp62MvDsuYLXNtJc"
"1","2024/05/18","サウナ道場/iD","-1500","三井住友カード","健康・医療","ボディケア","","0","XT7TW2Djo_7GkxFB4qbYObeGhNObs8FxUp7e0Tcvcw8"
"1","2024/05/18","ABOUTLIFECOFFEE/iD","-518","三井住友カード","未分類","未分類","","0","C6E2_mo5rWe_hFV-7vEhPEqbTdmJ265xCHWow7cZlpk"
"1","2024/05/18","ファミリーマート/iD","-1160","三井住友カード","食費","食料品","","0","AcSeT4UYBMb-j-hDmubiadGB06w7ebMchvMjNJ4UNEE"
"0","2024/05/18","AMAZON.CO.JP","-1216","三井住友カード","教養・教育","書籍","","1","OBAMJsUFD8hpQfgkDrdG-tiQdU6vtFolJENa9dBexuo"
"0","2024/05/18","AMAZON.CO.JP","-1748","三井住友カード","教養・教育","書籍","","1","zmuwaFxZh6d9YX9GG68ekR_zoXueW0dP_HEIpqzExvw"
"0","2024/05/18","AMAZON.CO.JP","-1872","三井住友カード","教養・教育","書籍","","1","c9bddGl1i7ykZD691BpzA_qcre7TK41LUkfSeZm4ghs"
"0","2024/05/18","AMAZON.CO.JP","-1062","三井住友カード","教養・教育","書籍","","1","NnOg0iTKr6JpoJAau-4h9cwQRBL3048dcP1h_tt2uIs"
"1","2024/05/17","幸せになる勇気――自己啓発の源流「アドラー」の教えII[Audiobook]","-2100","Amazon.co.jp","未分類","未分類","","0","950tV1K7zG-vM5Cm8o3t_cKRdEEZy1-qcRZC9rRY9bw"
"1","2024/05/17","吉野家東浦和/iD","-817","三井住友カード","食費","外食","","0","Ns1TDjTh4T5cQbX2d1kKjzC5QvoI3P3HFw3QEbjkCaE"
"1","2024/05/17","セブン-イレブン/iD","-730","三井住友カード","食費","食料品","","0","GUrBnJIew5WtpwK2sFUk2L-ZOpZEEKeWd8_2nuUhcww"
"1","2024/05/17","オンライン決済 ST*インスタ研究室","-980","三井住友カード","未分類","未分類","","0","26IPwLT6VLa1N1MRQgBcAnL24MmnlLImtYwGyw_GQp0"
"0","2024/05/17","Audible / AMZN","-2100","三井住友カード","教養・教育","書籍","","1","AAUMOAftW-3lNWj-GLn7J5DU_7cM1IKdEkImV5ErT9s"
"1","2024/05/16","イオン 浦和美園/iD","-2920","三井住友カード","日用品","日用品","","0","2vAR0r4uhmIixokwWqYtQeZyPi4B-woQI4B9AouqXTI"
"1","2024/05/16","セブン-イレブン/iD","-1370","三井住友カード","食費","食料品","","0","bkiTFV-Fxfn1cmG8NAhfvQO58JcsEJR7fPq4H3HJY-A"
"1","2024/05/16","PYN*TORRAS JP (ONLINE )","-4782","三井住友カード","未分類","未分類","","0","iLvpFnMoZ2erVXAYw5TUjbW7rLHEZ62SRxsufSp0dxk"
"1","2024/05/16","ソフトバンクワイモバイルマトメテシハ","-1059","三井住友カード","通信費","携帯電話","","0","ToufIdLKXEina5ybJJ9743JXVxF2cWoso-W340FRXO8"
"1","2024/05/16","APPLE COM BILL","-4500","三井住友カード","通信費","その他通信費","","0","bXME0_UfIe7tJXdT3R3EIXyZn--T2gRr_aOoGCLI2xI"
"1","2024/05/15","APPLE COM BILL","-900","楽天カード","通信費","その他通信費","","0","2ptgUgtNVKAShW0Fl6ZnEVkz7zZ-8Eu9DVQIPtxYzR8"
"1","2024/05/15","APPLE COM BILL","-15000","三井住友カード","特別な支出","家具・家電","","0","hJqaa9_YLCEjqpOFrtIJVNPWO5bLhMwF-8MoaoGqj5o"
"1","2024/05/15","APPLE COM BILL","-15000","三井住友カード","特別な支出","家具・家電","","0","32VqiRKPskSZjy52_jx8FEc8ICnw7NFzHAT5aRSCUMw"
"1","2024/05/15","吉野家東浦和/iD","-1340","三井住友カード","食費","外食","","0","C7gng1KLncrt-ejfeWWRh-8usqsC4f-5FV9dCSRTz_Q"
"1","2024/05/15","ローソン/iD","-279","三井住友カード","食費","食料品","","0","uZgiaCP1R7H_aNu_TA1dckOfLO8roHQFodPbgGsp80I"
"1","2024/05/15","APPLE COM BILL","-2400","三井住友カード","通信費","その他通信費","","0","TlBcCXoY87FLcYMxDS-xlY9x-pBH318Gulma3OaVznQ"
"1","2024/05/15","ソフトバンクM(04月分)","-1012","三井住友カード","通信費","携帯電話","","0","euL9kqJSAdU996BAojyMvLuIXpR45g-R_Ri7C9f7tO0"
"1","2024/05/15","手数料","-110","三菱UFJ銀行","その他","雑費","","0","beV8ywmZ9s0oj-olyZylhY5DpnNA5sfb_7QOrBQcEzI"
"1","2024/05/15","カードN JRE-ATM","-30000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","GibGVSwZDGIIfd5tHcaRfVa1F--TjmYyeYjhUyb_-WU"
"1","2024/05/14","ドラフターズ","-2495","楽天カード","未分類","未分類","","0","nYF3l0H3vIbL-aSM6QlS6ZSS_tMICAVqoZH1Ji0Pw20"
"1","2024/05/14","ローソン/iD","-160","三井住友カード","食費","食料品","","0","aWjr4xxbavjnl_qYxQ9KrcCj9JD0ssFMWYrGCeU0uUQ"
"1","2024/05/14","セブン-イレブン/iD","-149","三井住友カード","食費","食料品","","0","gsjPB-Fb1ZGG9niqgLKVT79eWpqdx41eSizxl8sHzRM"
"1","2024/05/14","セブン-イレブン/iD","-1511","三井住友カード","食費","食料品","","0","fBC9YVDNuu23app6pWeC9f10tWoI9cbsdij3LloOwlk"
"1","2024/05/14","APPLE COM BILL","-2400","三井住友カード","通信費","その他通信費","","0","B0U2RM4Z7zHfZA95MsfZIK37r2McOseBeAmCOkKm2C8"
"1","2024/05/14","AmazonPay提携サイト","-5399","三井住友カード","教養・教育","書籍","","0","0nR6N1Vglf9d_c7Y3vFIVTuG9CjxRHAFB3ytw3eKELU"
"1","2024/05/14","振込1 ACサ-ビスセンタ-","30000","三菱UFJ銀行","未分類","未分類","","0","mroPKODWTOwuO5R7Ni8zH7t_NoVvi1ctH4liDr45JQU"
"1","2024/05/14","カ-ド","-9000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","o9CuIqBe2-obpjPIRpWwSSy0Xj9ZNYCVtX7SJ1hZAsA"
"1","2024/05/13","ドラフターズ","-5485","楽天カード","未分類","未分類","","0","sMCxijPMdbl7iblYeaRiwdHvlLR7b2NbmiH93KPcwMw"
"1","2024/05/13","APPLE COM BILL","-1500","楽天カード","通信費","その他通信費","","0","tD9nbg0CSUsv2hZ_DCTwQXG7abZV5x2rTpQCOHO2ETY"
"1","2024/05/13","久兵衛屋/iD","-1089","三井住友カード","食費","外食","","0","G91oo41G5o34KL5jIphvBUL-K7OAYD9AMq6sfwb9iXs"
"1","2024/05/13","ZOOM.US 888-799-9666 (SAN JOSE )","-2338","三井住友カード","未分類","未分類","","0","Ub8QRgGB7K8pqx_nxWfBmXSadctA1YjEFfGyQGt50X4"
"1","2024/05/13","APPLE COM BILL","-1500","三井住友カード","通信費","その他通信費","","0","7TPByEXyhQ8_8_ZUNKu25dJEHnBUu8XHAuEaOHB2nDw"
"1","2024/05/13","APPLE COM BILL","-1500","三井住友カード","通信費","その他通信費","","0","0zHwYtk_oKn4o41ImQXytS_aNCp0M5nD2TzJa5VXExE"
"1","2024/05/12","割引","164","Amazon.co.jp","未分類","未分類","","0","awIQZb-p0-H0_J1wIM1p_fgkRd6JPvGiNno2_pbnWy0"
"1","2024/05/12","【新型軽量版・多機能スタンド】TORRAS スマホリング MagSafe スマホスタンド 角度調整可能 落下防止 取り外し可能 コンパクト 片手操作 耐久性 iPhoneシリー iPhone14・13・12 Google Galaxy Android全機種対応 磁気増強リング2個付き OmniRing (ブルー) 販売: TORRASDirect","-3280","Amazon.co.jp","通信費","情報サービス","","0","7Wnh9q3v3_N2ts-pzYgRZd79YC9SmjtZ3aX1NrfLubo"
"1","2024/05/12","【本体の色・3色】CASEKOO iPhone 15 Pro Max 用 ケース 耐衝撃 滑り止め 指紋防止 米軍MIL規格 マット仕上げ ストラップホール付き カバー ワイヤレス充電対応 アイフォン 15 プロマックス 用 6.7 インチ ケース(マットブラック) 販売: CASEKOO JP","-2549","Amazon.co.jp","未分類","未分類","","0","V-h_TsKa42zJhEK_2bxJm7bwYOIQnE66eqYNRBiGPDQ"
"1","2024/05/12","APPLE COM BILL","-9900","楽天カード","通信費","その他通信費","","0","7_f-1B9m-_UUnRRvANj5hvCX97B_X0ZJpsn2m0OjE58"
"1","2024/05/12","ダイエー東浦和/iD","-547","三井住友カード","食費","食料品","","0","CRT3zFXJi6QUM_-9lW5XyYRMCwGlQSUZA9YYOIB04qs"
"1","2024/05/12","ローソン/iD","-820","三井住友カード","食費","食料品","","0","rGfscwPYLjffb7Hd6m9vygqu6o7UntgVd0RjbLIHhsk"
"1","2024/05/12","丸亀製麺 さいたま太田窪/iD","-5650","三井住友カード","未分類","未分類","","0","l6Z1-uzTMzEJG9JOrxKkNf_S8et-FnMIIRi0shdD3i4"
"1","2024/05/12","PM *SHIJIESHU YUNSHUO (HONGKONG )","-1000","三井住友カード","未分類","未分類","","0","ars4On40eMLBwo2JKgsQvXUyobOzcVlhmY3QjfYEPzU"
"1","2024/05/12","コスモ石油","-2000","三井住友カード","自動車","ガソリン","","0","uT02QtJQauk9CRNOKrZvoH1ypbvMVA6psJ6JpDO99tI"
"1","2024/05/12","7669 業務スーパー浦和花月店","-8891","三井住友カード","食費","食料品","","0","Jsxmbz0PZdugD8vGZb2nTyAgGT385xUpdzv9ycHSDO0"
"0","2024/05/12","AMAZON.CO.JP","-2549","三井住友カード","教養・教育","書籍","","1","Qkpt0Z4HSk3MP0ehppc7Bh6oXVOPqdmtRfPYWNeGtk8"
"0","2024/05/12","AMAZON.CO.JP","-3116","三井住友カード","教養・教育","書籍","","1","0ySpzsjej18e53HoHNvErP0rRbXTSAvnDzga4TQeJ3s"
"1","2024/05/11","CLAUDE.AI SUBSCRIPTI利用国US","-3188","楽天カード","未分類","未分類","","0","V_OtIZ-TMN3nmTrEOAmdCslO-PEzlG8cv2iJB8McSR8"
"1","2024/05/11","つるとんたん 新宿店/iD","-7020","三井住友カード","未分類","未分類","","0","fm3STMKRrW7FrAsKkrySvjm6o_dLzTnepW8lIMndEio"
"1","2024/05/11","MSPACE/iD","-2143","三井住友カード","未分類","未分類","","0","Ok9WgWy7ObJ9jue8zxXmRFCIDObNGECzP5EW2WVbSFI"
"1","2024/05/11","タイムズパーキング/iD","-4580","三井住友カード","自動車","駐車場","","0","gv2EYHpdvlz7ESGvlnytZ1hBlm5oFXNCOWaX9KPowZ4"
"1","2024/05/11","ファミリーマート/iD","-433","三井住友カード","食費","食料品","","0","IZlwX3PdKVzIpN07FuiwdSjYKsIs2SnUC1Z3GpzUeTw"
"1","2024/05/11","ファミリーマート/iD","-226","三井住友カード","食費","食料品","","0","yQU6gXvrsm1QXstell-_pWTEW4XhMLdVFYGgsaQvWvA"
"1","2024/05/11","飲料自販機/iD","-140","三井住友カード","食費","食料品","","0","SzSJt2PE-vs51xjO1-_oLzV4_2fRkdqXGGeGf9FuHYc"
"1","2024/05/11","ADOBE *ADOBE (ADOBE.LY/JPJP)","-7780","三井住友カード","その他","事業経費","","0","N-gt9Nuzmu3B3PbuOVL6swh6RQLSJ-Gx_moSQ6Ys4aE"
"1","2024/05/10","SIMKUNG新大久保*USEN","-110000","三井住友カード","未分類","未分類","","0","nbtFRQOuLK4UlR5F7G45HHEbDBeFVqCgyV4xqcs7YQk"
"1","2024/05/10","SIMKUNG新大久保*USEN","-170300","三井住友カード","未分類","未分類","","0","kRPJShluxdDBgFxytoEfsMqoLKygzu7f8dcJ9Z7_NlM"
"1","2024/05/10","SIMKUNG新大久保*USEN","-16500","三井住友カード","未分類","未分類","","0","BgWqwhx4ZPvoV00PvAQkedCc6jqIYSiRfeuvTgNteJI"
"1","2024/05/10","SIMKUNG新大久保*USEN","-23100","三井住友カード","未分類","未分類","","0","ImEmgI1a0idq50qrt6ADr80NHJNJ4HfA5KiaZ0PM9xo"
"1","2024/05/10","山下本気うどん 新宿歌舞伎町/iD","-1480","三井住友カード","食費","食料品","","0","n8liGd1c9VRmOCRG34--AaEvnOocWgLwPm11nvHFmAw"
"1","2024/05/10","セブン-イレブン/iD","-1313","三井住友カード","食費","食料品","","0","u2p855MG63f-a25zTSGHo_Lh_unhOcBVzPTngZAqIQg"
"1","2024/05/10","モバイルSuica(Apple)","-1000","三井住友カード","通信費","その他通信費","","0","drKO_yN3UvV-JjvQu2qDp2wIV-cUKeRfSOkGcKEMT6o"
"1","2024/05/09","サウナ・カプセルイン クレスト松戸/iD","-1280","三井住友カード","健康・医療","ボディケア","","0","vAAw0Q4RCfYsRA5S1r7bx2mNP1QhMt39JNN6uczkCG4"
"1","2024/05/09","ローソン/iD","-881","三井住友カード","食費","食料品","","0","6gXQSU-PH6NZ53vCYqbXmUGQbwUZ5TLMtJDM3nGZyPU"
"1","2024/05/09","ファミリーマート/iD","-1880","三井住友カード","食費","食料品","","0","o58nqOTxl8zVwXndJH5KQpLyokJFma5eT8I9pwWCOl0"
"1","2024/05/08","APPLE COM BILL","-10000","楽天カード","特別な支出","家具・家電","","0","Gs69Z3I9qWNjJ4Im3oRnF-u8K9ZcJEdYnJOQx1aqL4s"
"1","2024/05/08","APPLE COM BILL","-900","楽天カード","通信費","その他通信費","","0","ZSVikMsVGARXOBOvwldHecUbRypkGeRt8FuOz6efJOY"
"1","2024/05/08","APPLE COM BILL","-1500","楽天カード","通信費","その他通信費","","0","Efn7EZmlq43ibGoXZbhJuYOn_zlDhPPr_HTOXtqFXYM"
"1","2024/05/08","APPLE COM BILL","-3000","楽天カード","通信費","その他通信費","","0","zk5RK9YWBqKKh-DSYGMldYx4p1ciy2eUVhLm-i3vODs"
