"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/12/31","ココス","-7200","楽天カード","食費","外食","","0","Z3_nKV9c8guiK2uH4FO6FnK26UemCblwytnTdQL_Xqo"
"1","2024/12/31","フアミリーマート","-1310","楽天カード","食費","食料品","","0","CLLJ_rgRnhXvkorg-vreg2zK1oUW_Nv1Xu-l5cW2-rs"
"1","2024/12/31","セブン-イレブン","-1807","楽天カード","食費","食料品","","0","cpvr2xKzqDfu9cQbcNnBUwDt_Lc1k5npNYngw3oFWLg"
"1","2024/12/31","ニンテンドーEショップ","-2739","楽天カード","未分類","未分類","","0","Ex1cBDlUwnKck4_Vrdrq4vLpZqEKqv2-CEsalsfcmWs"
"1","2024/12/31","ENEOS-SS","-8238","三井住友カード","自動車","ガソリン","","0","C4PUJNtfclsqYcjA4Y8_DCyfOPSWF9mqiChduwgLPdQ"
"1","2024/12/30","バイリンドウ ヒガシウラワ","-3460","楽天カード","現金・カード","カード引き落とし","","0","XX1T7AAitW1pGeeEff7QREMrYZBflVHVC0bZfkW_mps"
"1","2024/12/30","セブン-イレブン","-794","楽天カード","食費","食料品","","0","fiuWFmUvYBBEO_r3tMcin3C6zlMTDy3DGQx_ZnozLxE"
"1","2024/12/30","コミヤサケテン","-21286","楽天カード","未分類","未分類","","0","8hs5ps7UKVsYW6eYUoScXSmTpYRrzsyWQ9_I5kEsGac"
"1","2024/12/30","為替手数料 フリコミ テスウリヨウ","-154","三菱UFJ銀行","その他","雑費","","0","fJ4wrBnecu32j-ghcX6pqGXnko4mPhx8n0-CCtYnamU"
"1","2024/12/30","振込IB2 エアウオ-タ-ヒガシニホン","-12691","三菱UFJ銀行","未分類","未分類","","0","YB8HGWk7rFiW0_IqbnN1su8ogKM-bTXb-u80lulSXxo"
"1","2024/12/30","為替手数料 フリコミ テスウリヨウ","-220","三菱UFJ銀行","その他","雑費","","0","Jivf4kRmcCOb25GwyEKnpgw0wBRNTrUHytYDKgFQIvA"
"1","2024/12/30","振込IB2 ド)ニコン","-367198","三菱UFJ銀行","未分類","未分類","","0","rGX4He1YXGAdAsGwtrs5jli4SNb2nm7oGHonQD95PiM"
"1","2024/12/30","カードC1 セブンギンコウATM","200000","三菱UFJ銀行","未分類","未分類","","0","Q6_ZH6gFPb5sj6djrQZg_y_s-OwlCwTFqS1yD8Gry2w"
"1","2024/12/29","PayPay 吉野家","-767","PayPayカード","食費","食費","","0","t4jl0yF5IkNGiz6tk7SAPdr6ApdcCjiuPD4V0T9f5pY"
"1","2024/12/29","セブン-イレブン","-752","楽天カード","食費","食料品","","0","2NfxMrw0hta1mVxeXuDCmnCuqjDQiBDL5FWAu7iaCNY"
"1","2024/12/29","ヤオコーウラワナカオテン","-2952","楽天カード","食費","食料品","","0","kG2TKXAQqTmlWbIr6LH-fgETsN8rGYEYKz8Fj04xJfc"
"1","2024/12/29","カードC1 セブンギンコウATM","-30000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","_Xml235GWvbnQa6e3a9bB7fYMZxY6mu94onKlSo1AcI"
"1","2024/12/28","サトウアツシ","-2980","楽天カード","未分類","未分類","","0","9VCk6glOnYXuRGjD8A0CSAvCcsz5cBqi6w1lrT7MzRY"
"1","2024/12/28","コメダコーヒーテン ウラワマツ","-1440","楽天カード","食費","カフェ","","0","kpVWB86FifJu84UvMnURFDRqIDE69zgNeEoEaQj0hG4"
"1","2024/12/28","セブン-イレブン","-1268","楽天カード","食費","食料品","","0","y5anhixCWsDFqXMwHDAY6i4570Q7IwQ4dwUgIrUZg3s"
"1","2024/12/28","マツキヨドラッグストア浦和大間","-1160","楽天カード","日用品","ドラッグストア","","0","m7Ha25cR3djMa7E-TKjxsLEmPR--dceqGjF2O_sqd0k"
"1","2024/12/28","GOOGLE *GOOGLE ONE (650-253-0000 )","-250","三井住友カード","通信費","情報サービス","","0","pv5IkCj4q9o8r9V7HDNM7Xf4aFYDhmAFpdfDp4iZ9-c"
"1","2024/12/28","株式会社kubell","-924","三井住友カード","未分類","未分類","","0","rEMnzjlI-hL4-QpAJWsxsta4lloraiNc51D8qXuNvbs"
"1","2024/12/28","マコなり社長","-3000","三井住友カード","教養・教育","その他教養・教育","","0","YXZG0RbJgmt-mirZParcLFtUA1LxvINEzeEEPtnbnEY"
"1","2024/12/27","楽天銀行 フ-ガ支店 普通預金 3378281 西野 美紀(依頼人名:スエタケ シユウヘイ 内容: 管理番号:20241101-26702588)","-20000","楽天銀行","未分類","未分類","","0","eHW9YMfDXdSdtmUiCXBvX_sESG0bl61e7MCGcd4CQ6Y"
"1","2024/12/27","コカコ-ラジハンキクイツクペ","-170","楽天カード","食費","食料品","","0","Tr4-o38SKsEc59tEfxqXvciJaZZ_YCepgYceu0vnL4w"
"1","2024/12/27","セブン-イレブン","-793","楽天カード","食費","食料品","","0","u6jy68kJi7i_tTfFhW2U5Jm3ZGAmSrfGKUFFVhJxOBc"
"1","2024/12/27","ココイチバンヤジエ-ア-ルヒ","-1160","楽天カード","未分類","未分類","","0","U-L92imjVgfSA6y8F1qk-HYBr_VI5oEVREgF1UFl6oQ"
"1","2024/12/27","ソフトバンクワイモバイルまとめて支払い","-1026","三井住友カード","通信費","携帯電話","","0","x9fMBTyUTAjTzDrojcW5uxnF6YxjKJfjFIB-tHm0L1A"
"1","2024/12/27","インスタ研究室","-980","三井住友カード","未分類","未分類","","0","YbEo56hdJcV_No5lGEy0npZ5T2Tu1Iut5nIkQfLkB9E"
"1","2024/12/27","カ-ド","-30000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","TMaihE-lbCp54Q6RjgKfDE578p7mGXcHbFwK5CGXBJg"
"0","2024/12/27","口座振替3 ペイペイカ-ド","-62622","三菱UFJ銀行","未分類","未分類","","1","2lK2IwjZQ-WN1mxrAtP7m64DGUddhngM-ncwH9vTHCA"
"1","2024/12/27","振込1 スエタケ シユウヘイ","299560","三菱UFJ銀行","未分類","未分類","","0","gxLlKeaEicaA3zA2Ftrp_OGSSthoqcu8dudstDetspQ"
"1","2024/12/27","口座振替3 NSS.ボスジムジ","-11440","三菱UFJ銀行","未分類","未分類","","0","WqbSbmNX94CWV6oiozpWDvdNzW0-W1qH8i__CuMGNtA"
"1","2024/12/26","スエタケ シユウヘイ","23000","楽天銀行","未分類","未分類","","0","t502y1FYhOSVIlZgY5IyHRq9kMdEUAYRoKxMlNRLhbM"
"1","2024/12/26","PayPay カインズ","-9408","PayPayカード","日用品","日用品","","0","wHIRqqaAmfH4gsWW0zlof6_W0xeQXWz58X5IGZfQ7Ds"
"1","2024/12/26","マクドナルドモバイルオーダー","-1720","楽天カード","食費","外食","","0","RJ_9NiqNKvmZT3EvMfj7460Jwj6m_aYsXzPi7d8OhoI"
"1","2024/12/26","マイニンテンドーストア","-5329","楽天カード","趣味・娯楽","映画・音楽・ゲーム","","0","9KFjwl1BVJsWLyQWRE-q_emQNlpFJdQBroVPhK79kSE"
"1","2024/12/26","東京電力 電気料金等","-15777","三井住友カード","水道・光熱費","電気代","","0","MooC1wuYNCptzI6aiSEKG5Uyjru8HHcO5ME_THH-r3s"
"1","2024/12/26","OPENAI *CHATGPT SUBSCR (SAN FRANCISCO)","-3194","三井住友カード","未分類","未分類","","0","fkKoGAtGaGXW4Vvus2Iullxt5DElD0PAOydnTDyFBPE"
"1","2024/12/26","振込IB2 スエタケ シユウヘイ","-23000","三菱UFJ銀行","未分類","未分類","","0","0OFJR3TTd7IXXbINU9YrKfLjvZDUQcr8ppvqfhAXhhE"
"0","2024/12/26","口座振替3 ミツイスミトモカ-ド","-285103","三菱UFJ銀行","現金・カード","カード引き落とし","","1","zZ3zonaUDjaGqBoZVCnHE_cVnY95j0LRpYTwTmLf3sY"
"1","2024/12/25","PayPay 吉野家","-924","PayPayカード","食費","食費","","0","hdnWMJ4ovKK-2gWPngdqQ5QZKCZwE_2-IrIcPA33clE"
"1","2024/12/25","ベストキツズプロジエクト","-14960","楽天カード","日用品","子育て用品","","0","7RlpeMtQ1xS_0QwqkM-w4ILkXqjEY-zxUQh1Qokv1Yk"
"1","2024/12/25","Gutto楽天市場店","-1298","楽天カード","日用品","日用品","","0","jY2KBOUx28DkqvJdfZxQlSaWDbGOiNGrP9e_B2LJewo"
"1","2024/12/24","【Amazon.co.jp限定】 ロジクール 静音 ワイヤレス トラックボール マウス MXTB2d MX ERGO S Bluetooth Logibolt 無線 windows mac iPad OS Chrome Android トラックボールマウス マウス グラファイト 国内正規品 ※Amazon.co.jp限定 壁紙ダウンロード付き 販売: Amazon.co.jp","-17800","Amazon.co.jp","その他","雑費","","0","vwbSLQOYv1lZLw70bqs4rSFMUYosPaS0vZhjlxR3wsk"
"1","2024/12/24","コカコ-ラジハンキクイツクペ","-170","楽天カード","食費","食料品","","0","zaVDHJYoWQ_Bq70kE20g02_dxHgr82ilCh2LvKHtePs"
"1","2024/12/24","コカコ-ラジハンキクイツクペ","-170","楽天カード","食費","食料品","","0","65oJcpwY6JfzkGJ1ADAZusJCr1CB9rRNWrctyaoMlxg"
"0","2024/12/24","AMAZON.CO.JP","-374","楽天カード","教養・教育","書籍","","1","NLrRb7uYzZ2CnY3vmUlT86y8os_D_NMSfLgC-8pVMjA"
"1","2024/12/24","ヤオコーウラワナカオテン","-4978","楽天カード","食費","食料品","","0","dar66wus_7zKK_cB-sSrpQKMKU17zA-8CQlTvvLfedU"
"1","2024/12/24","サバキユ-ストア","-17760","楽天カード","日用品","日用品","","0","8F4tf89FWTx6Na1LneW9bSkLnpqh3ddUPdlD3IdmGnM"
"1","2024/12/23","Gutto楽天市場店 【14点セット】 ジョイコン修理キット 任天堂スイッチ JOY-CON交換用スティック 修理交換用パーツ 修理器具 ジョイコン 修理パーツ Nintendo Switch ジョイコン コントローラー 修理セット Joy-con 修理キット ジョイコン スティック 修理 簡単修理 ニンテンドー セルフ 故障","-1298","楽天市場(my Rakuten)","自動車","ガソリン","","0","dlPPUdWMXIIOWET5c8LDCl5bpVsIocmbmNwR-Z1cLS8"
"1","2024/12/23","セブン-イレブン","-803","楽天カード","食費","食料品","","0","oE30alieaF-oJmBrl6GBq8QEn1_NmGjp98kLyKHIFx8"
"1","2024/12/23","振込1 ベンゴシ ヒグチ トモキ","133551","三菱UFJ銀行","未分類","未分類","","0","H2YU7vy-tEt9GST8RD3maJ_gwVV-nA__wckNIaIxXFc"
"1","2024/12/22","セブン-イレブン","-1313","楽天カード","食費","食料品","","0","JrrbV1eJw5TIdw_PdK1WANd7XsyMhfLGcOOM8xWTunY"
"1","2024/12/22","NETFLIX.COM","-1590","楽天カード","趣味・娯楽","映画・音楽・ゲーム","","0","4Y60tnsqFxc4GCaeRGoK0Ktm81NbqLo3lv84jpzCVjc"
"1","2024/12/21","割引","60","Amazon.co.jp","未分類","未分類","","0","Bb9J46o7vr5s9OLrWGlZBcfsRf-jkB-P9ElmDACeRG0"
"1","2024/12/21","キリン 自然が磨いた天然水 ラベルレス 水 2リットル 9本 国産 天然水 ミネラルウォーター ペットボトル 軟水 販売: Amazon.co.jp","-1202","Amazon.co.jp","未分類","未分類","","0","LPrjqR11Ghd5hEKMghbd7ds-x0E7od6EZCci8-tZwbY"
